sample_id,rec_no,subject_pos,start_time,end_time,Settle,Legs crossed,Groom,Hand-mouth,Fold arms,Leg movement,Scratch,Gesture,Hand-face,Adjusting clothing,Fumble,Shrug,Stretching,Smearing hands
25081,19,3,901133.3333,903266.6667,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22350,17,4,920333.3333,922466.6667,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23442,18,3,911800,913933.3333,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13265,13,4,244066.6667,246200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16326,15,1,928866.6667,931000,0,1,0,0,0,0,0,0,0,1,0,0,0,0
33857,24,1,918200,920333.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15588,14,4,523533.3333,525666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27820,20,4,899000,901133.3333,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11242,12,3,604600,606733.3333,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11986,12,4,1022733.333,1024866.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22511,18,2,94733.33333,96866.66667,0,1,1,0,0,0,0,0,1,0,0,0,0,0
21402,17,3,67000,69133.33333,1,0,0,0,0,1,0,1,0,0,0,0,0,0
25966,20,1,451000,453133.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35013,24,3,1046200,1048333.333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33086,23,4,442466.6667,444600,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10757,12,2,739000,741133.3333,0,0,1,0,0,0,0,1,1,0,0,0,0,0
31698,22,4,988600,990733.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12358,13,2,647266.6667,649400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24054,18,4,1048333.333,1050466.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30141,22,2,5133.333333,7266.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34954,24,3,920333.3333,922466.6667,1,0,0,0,1,0,0,0,0,0,0,0,0,0
37801,25,4,1148600,1150733.333,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36130,25,1,1091000,1093133.333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32265,23,2,1029133.333,1031266.667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17770,15,4,502200,504333.3333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36839,25,3,265400,267533.3333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34834,24,3,664333.3333,666466.6667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,7,2,920333.3333,922466.6667,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20917,17,2,201400,203533.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23637,18,4,158733.3333,160866.6667,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35530,24,4,980066.6667,982200,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37480,25,4,463800,465933.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32981,23,4,218466.6667,220600,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10907,12,2,1059000,1061133.333,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36735,25,3,43533.33333,45666.66667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15210,14,3,886200,888333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12279,13,2,478733.3333,480866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10564,12,2,327266.6667,329400,0,1,0,1,0,0,0,0,1,0,0,0,0,0
33067,23,4,401933.3333,404066.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34462,24,2,1039800,1041933.333,0,1,0,0,0,1,0,1,0,0,0,0,0,0
9228,11,2,984333.3333,986466.6667,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35187,24,4,248333.3333,250466.6667,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17992,15,4,975800,977933.3333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30089,22,1,1063266.667,1065400,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28594,21,3,212066.6667,214200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34919,24,3,845666.6667,847800,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14379,14,2,282466.6667,284600,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27813,20,4,884066.6667,886200,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26022,20,1,570466.6667,572600,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16813,15,2,798733.3333,800866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34005,24,2,64866.66667,67000,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35292,24,4,472333.3333,474466.6667,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20689,17,1,884066.6667,886200,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12048,12,4,1155000,1157133.333,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16191,15,1,640866.6667,643000,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20592,17,1,677133.3333,679266.6667,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13186,13,4,75533.33333,77666.66667,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22735,18,2,572600,574733.3333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23209,18,3,414733.3333,416866.6667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17628,15,4,199266.6667,201400,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35630,25,1,24333.33333,26466.66667,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20775,17,1,1067533.333,1069666.667,0,1,0,1,0,0,1,0,0,0,0,0,0,0
13650,13,4,1065400,1067533.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27503,20,4,222733.3333,224866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16253,15,1,773133.3333,775266.6667,0,1,1,0,0,0,0,0,0,0,0,0,0,0
28580,21,3,182200,184333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16473,15,2,73400,75533.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25191,19,3,1135800,1137933.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32028,23,2,523533.3333,525666.6667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33618,24,1,408333.3333,410466.6667,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28667,21,3,367800,369933.3333,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15173,14,3,807266.6667,809400,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21261,17,2,935266.6667,937400,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33070,23,4,408333.3333,410466.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19526,16,3,741133.3333,743266.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12277,13,2,474466.6667,476600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27671,20,4,581133.3333,583266.6667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20590,17,1,672866.6667,675000,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32168,23,2,822200,824333.3333,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20373,17,1,209933.3333,212066.6667,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10602,12,2,408333.3333,410466.6667,0,1,0,1,0,0,0,1,0,0,0,0,0,0
23213,18,3,423266.6667,425400,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25820,20,1,139533.3333,141666.6667,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18198,16,1,246200,248333.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11182,12,3,476600,478733.3333,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31813,23,2,64866.66667,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,13,4,1116600,1118733.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8768,11,2,3000,5133.333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28706,21,3,451000,453133.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30402,22,2,561933.3333,564066.6667,0,0,0,0,0,0,0,1,1,0,0,0,0,0
862,7,3,672866.6667,675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20808,17,1,1137933.333,1140066.667,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26035,20,1,598200,600333.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27068,20,3,463800,465933.3333,0,1,1,0,0,0,0,1,0,0,0,0,0,0
18573,16,1,1046200,1048333.333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
934,7,3,826466.6667,828600,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24652,19,2,1155000,1157133.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30674,22,2,1142200,1144333.333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34097,24,2,261133.3333,263266.6667,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31866,23,2,177933.3333,180066.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16195,15,1,649400,651533.3333,0,1,1,0,0,0,0,0,0,0,1,0,0,0
12603,13,2,1169933.333,1172066.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19473,16,3,628066.6667,630200,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16472,15,2,71266.66667,73400,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16357,15,1,995000,997133.3333,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9219,11,2,965133.3333,967266.6667,1,0,0,0,0,1,0,0,0,0,0,0,0,0
33809,24,1,815800,817933.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32591,23,3,555533.3333,557666.6667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26048,20,1,625933.3333,628066.6667,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29796,22,1,438200,440333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23200,18,3,395533.3333,397666.6667,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19971,16,4,521400,523533.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1564,7,4,1001400,1003533.333,0,1,0,0,0,0,1,0,1,0,0,0,0,0
686,7,3,297400,299533.3333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33063,23,4,393400,395533.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23672,18,4,233400,235533.3333,1,1,0,0,0,0,0,1,0,0,0,0,0,0
20701,17,1,909666.6667,911800,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16060,15,1,361400,363533.3333,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36775,25,3,128866.6667,131000,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29676,22,1,182200,184333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30424,22,2,608866.6667,611000,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25584,19,4,805133.3333,807266.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15578,14,4,502200,504333.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27673,20,4,585400,587533.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
798,7,3,536333.3333,538466.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21043,17,2,470200,472333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34705,24,3,389133.3333,391266.6667,0,1,0,0,0,0,0,1,1,0,0,0,0,0
265,7,2,568333.3333,570466.6667,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18533,16,1,960866.6667,963000,0,1,0,0,0,1,0,1,0,0,0,0,0,0
9227,11,2,982200,984333.3333,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16165,15,1,585400,587533.3333,0,1,1,0,0,0,0,0,0,1,0,0,0,0
24836,19,3,378466.6667,380600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31857,23,2,158733.3333,160866.6667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25482,19,4,587533.3333,589666.6667,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12859,13,3,547000,549133.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13929,14,1,491533.3333,493666.6667,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22366,17,4,954466.6667,956600,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18036,15,4,1069666.667,1071800,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36650,25,2,1031266.667,1033400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,7,4,828600,830733.3333,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31863,23,2,171533.3333,173666.6667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28735,21,3,512866.6667,515000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24696,19,3,79800,81933.33333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13737,14,1,81933.33333,84066.66667,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18560,16,1,1018466.667,1020600,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37336,25,4,156600,158733.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12409,13,2,756066.6667,758200,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27908,20,4,1086733.333,1088866.667,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33169,23,4,619533.3333,621666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17605,15,4,150200,152333.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9200,11,2,924600,926733.3333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16288,15,1,847800,849933.3333,0,1,1,0,0,0,0,0,1,0,0,0,0,0
16608,15,2,361400,363533.3333,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1460,7,4,779533.3333,781666.6667,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28855,21,3,768866.6667,771000,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34004,24,2,62733.33333,64866.66667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29713,22,1,261133.3333,263266.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21312,17,2,1044066.667,1046200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23204,18,3,404066.6667,406200,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8926,11,2,340066.6667,342200,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16484,15,2,96866.66667,99000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34086,24,2,237666.6667,239800,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17152,15,3,352866.6667,355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20624,17,1,745400,747533.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33253,23,4,798733.3333,800866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19055,16,2,905400,907533.3333,0,1,0,0,0,0,0,0,0,1,0,0,0,1
14694,14,2,954466.6667,956600,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23190,18,3,374200,376333.3333,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14352,14,2,224866.6667,227000,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32479,23,3,316600,318733.3333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21968,17,4,105400,107533.3333,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26888,20,3,79800,81933.33333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34007,24,2,69133.33333,71266.66667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10939,12,2,1127266.667,1129400,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19492,16,3,668600,670733.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29123,21,4,171533.3333,173666.6667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,7,2,199266.6667,201400,0,1,0,0,1,0,1,0,0,0,0,0,0,0
32254,23,2,1005666.667,1007800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22132,17,4,455266.6667,457400,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9804,11,3,1044066.667,1046200,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11296,12,3,719800,721933.3333,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19955,16,4,487266.6667,489400,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15926,15,1,75533.33333,77666.66667,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9675,11,3,768866.6667,771000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25651,19,4,948066.6667,950200,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35508,24,4,933133.3333,935266.6667,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18834,16,2,433933.3333,436066.6667,0,0,0,0,0,1,0,1,0,0,0,0,0,0
26350,20,2,101133.3333,103266.6667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11689,12,4,389133.3333,391266.6667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26838,20,2,1142200,1144333.333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30163,22,2,52066.66667,54200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34494,24,2,1108066.667,1110200,0,1,1,0,0,0,1,0,1,0,0,0,0,0
17190,15,3,433933.3333,436066.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14224,14,1,1120866.667,1123000,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24403,19,2,623800,625933.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32005,23,2,474466.6667,476600,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21272,17,2,958733.3333,960866.6667,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27449,20,4,107533.3333,109666.6667,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34801,24,3,593933.3333,596066.6667,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24884,19,3,480866.6667,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26757,20,2,969400,971533.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17231,15,3,521400,523533.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36597,25,2,918200,920333.3333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10735,12,2,692066.6667,694200,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30860,22,3,369933.3333,372066.6667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21055,17,2,495800,497933.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10979,12,3,43533.33333,45666.66667,0,1,0,0,0,0,0,0,0,0,1,0,0,0
929,7,3,815800,817933.3333,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33650,24,1,476600,478733.3333,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9163,11,2,845666.6667,847800,0,1,0,0,0,0,0,1,0,0,1,0,0,0
34451,24,2,1016333.333,1018466.667,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9487,11,3,367800,369933.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30663,22,2,1118733.333,1120866.667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33064,23,4,395533.3333,397666.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14381,14,2,286733.3333,288866.6667,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20747,17,1,1007800,1009933.333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20899,17,2,163000,165133.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33255,23,4,803000,805133.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25174,19,3,1099533.333,1101666.667,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29871,22,1,598200,600333.3333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28737,21,3,517133.3333,519266.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27765,20,4,781666.6667,783800,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20098,16,4,792333.3333,794466.6667,0,1,0,0,0,0,0,0,0,0,1,0,0,0
128,7,2,276066.6667,278200,0,1,0,0,1,1,1,0,0,0,0,0,0,0
32057,23,2,585400,587533.3333,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10441,12,2,64866.66667,67000,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11854,12,4,741133.3333,743266.6667,1,1,0,0,0,0,1,0,0,0,0,0,0,0
14786,14,2,1150733.333,1152866.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15315,14,3,1110200,1112333.333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22428,17,4,1086733.333,1088866.667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13936,14,1,506466.6667,508600,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16855,15,2,888333.3333,890466.6667,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36247,25,2,171533.3333,173666.6667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29714,22,1,263266.6667,265400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33784,24,1,762466.6667,764600,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27077,20,3,483000,485133.3333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15827,14,4,1033400,1035533.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27485,20,4,184333.3333,186466.6667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15924,15,1,71266.66667,73400,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30940,22,3,540600,542733.3333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21124,17,2,643000,645133.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14156,14,1,975800,977933.3333,0,1,0,0,0,0,1,0,1,0,0,0,0,0
16439,15,1,1169933.333,1172066.667,0,1,0,0,0,0,0,0,1,0,1,0,0,0
17884,15,4,745400,747533.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34327,24,2,751800,753933.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22190,17,4,579000,581133.3333,0,0,0,1,0,0,0,0,1,0,1,0,0,0
33166,23,4,613133.3333,615266.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26402,20,2,212066.6667,214200,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21249,17,2,909666.6667,911800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26542,20,2,510733.3333,512866.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19369,16,3,406200,408333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18989,16,2,764600,766733.3333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34518,24,2,1159266.667,1161400,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34446,24,2,1005666.667,1007800,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22101,17,4,389133.3333,391266.6667,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13473,13,4,687800,689933.3333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
31958,23,2,374200,376333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10728,12,2,677133.3333,679266.6667,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14039,14,1,726200,728333.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20678,17,1,860600,862733.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27759,20,4,768866.6667,771000,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17094,15,3,229133.3333,231266.6667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24808,19,3,318733.3333,320866.6667,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33855,24,1,913933.3333,916066.6667,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9722,11,3,869133.3333,871266.6667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7,2,71266.66667,73400,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22358,17,4,937400,939533.3333,0,1,0,0,1,1,0,0,0,0,0,0,0,0
23241,18,3,483000,485133.3333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11737,12,4,491533.3333,493666.6667,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17932,15,4,847800,849933.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37677,25,4,884066.6667,886200,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29809,22,1,465933.3333,468066.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13102,13,3,1065400,1067533.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26499,20,2,419000,421133.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10643,12,2,495800,497933.3333,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13602,13,4,963000,965133.3333,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27549,20,4,320866.6667,323000,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564,7,3,37133.33333,39266.66667,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24790,19,3,280333.3333,282466.6667,0,0,0,0,0,0,1,0,0,1,0,0,0,0
781,7,3,500066.6667,502200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23334,18,3,681400,683533.3333,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34852,24,3,702733.3333,704866.6667,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16299,15,1,871266.6667,873400,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8935,11,2,359266.6667,361400,0,1,0,0,0,1,0,0,0,0,1,0,0,0
24218,19,2,229133.3333,231266.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9653,11,3,721933.3333,724066.6667,0,0,0,0,0,1,0,0,0,0,1,0,0,0
198,7,2,425400,427533.3333,0,1,0,0,1,0,1,0,0,0,0,0,0,0
28526,21,3,67000,69133.33333,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24024,18,4,984333.3333,986466.6667,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10567,12,2,333666.6667,335800,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25604,19,4,847800,849933.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36355,25,2,401933.3333,404066.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15921,15,1,64866.66667,67000,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25159,19,3,1067533.333,1069666.667,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12482,13,2,911800,913933.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31232,22,3,1163533.333,1165666.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23629,18,4,141666.6667,143800,0,1,0,0,1,0,0,0,0,1,0,0,0,0
29850,22,1,553400,555533.3333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34549,24,3,56333.33333,58466.66667,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14923,14,3,273933.3333,276066.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31236,22,4,3000,5133.333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16355,15,1,990733.3333,992866.6667,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24978,19,3,681400,683533.3333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15839,14,4,1059000,1061133.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27644,20,4,523533.3333,525666.6667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22198,17,4,596066.6667,598200,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34374,24,2,852066.6667,854200,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18522,16,1,937400,939533.3333,0,1,0,0,0,0,0,1,0,0,0,0,0,0
